application_id,fraud_type,difficulty_level,generated_signal_score
APP-41C00B0CBC98,legitimate_clean,easy,0.008
APP-E0202C3D2093,legitimate_clean,easy,0.091
APP-F69628AF18C5,legitimate_noisy,easy,0.19
APP-505BAD28A37B,coordinated_attack,medium,0.769
APP-51FA6C45A350,legitimate_clean,easy,0.061
APP-B43BC3C26DEA,legitimate_clean,easy,0.134
APP-51F325E69A0E,legitimate_clean,hard,0.127
APP-046D10CC606F,legitimate_clean,medium,0.0
APP-47C8C1E3492A,legitimate_clean,medium,0.0
APP-F23F2424C622,legitimate_clean,easy,0.023
APP-6E562F2277DF,coordinated_attack,medium,0.635
APP-BF8A1D299E6E,legitimate_clean,easy,0.0
APP-E0EBD49A7B98,legitimate_clean,easy,0.041
APP-AAC6CC8CB9CF,legitimate_clean,easy,0.0
APP-0811EFD198BE,legitimate_clean,easy,0.074
APP-F966963A0A2E,synthetic_identity,medium,0.637
APP-941B4C15B6A5,legitimate_clean,medium,0.034
APP-F31279ABE507,legitimate_clean,easy,0.091
APP-4EB95C21F903,legitimate_clean,hard,0.015
APP-9129422F1419,legitimate_noisy,hard,0.089
APP-7F4D35153205,coordinated_attack,medium,0.714
APP-626A027C9C73,coordinated_attack,hard,0.584
APP-69B601ECF1E7,legitimate_noisy,medium,0.229
APP-C1158AB1A213,legitimate_clean,easy,0.179
APP-3DC2B84C77CD,legitimate_clean,easy,0.042
APP-1942FF349F44,legitimate_clean,easy,0.098
APP-A49B5481E1C2,legitimate_noisy,hard,0.095
APP-7361E750B25E,synthetic_identity,medium,0.786
APP-5495AA8970AE,legitimate_clean,easy,0.066
APP-85DCC6998977,legitimate_clean,easy,0.0
APP-C2355753A017,legitimate_clean,easy,0.042
APP-293A593423CB,legitimate_noisy,hard,0.185
APP-569CB815CC28,legitimate_clean,medium,0.045
APP-5F7D8CA65838,legitimate_clean,hard,0.063
APP-2D2B161DFF81,legitimate_clean,easy,0.234
APP-DC19179E68DA,legitimate_clean,easy,0.145
APP-E495D71723A9,legitimate_noisy,hard,0.011
APP-6785D4392328,legitimate_clean,easy,0.09
APP-315299DA4CAA,legitimate_clean,easy,0.023
APP-7FE606927731,legitimate_clean,easy,0.117
APP-38E95EF70F44,legitimate_noisy,hard,0.198
APP-FBEADA93B46C,true_name_fraud,hard,0.397
APP-07033A7E4576,legitimate_noisy,hard,0.015
APP-660ED460637C,synthetic_identity,hard,0.323
APP-F1937E962814,legitimate_noisy,medium,0.348
APP-5C5F06888F51,legitimate_clean,medium,0.029
APP-FDE3DFDBB3B5,legitimate_clean,easy,0.014
APP-7A6F40ED7534,legitimate_clean,easy,0.151
APP-35196846C2BD,legitimate_clean,medium,0.077
APP-6109F423B2FF,legitimate_clean,easy,0.1
APP-DC8565FEB48F,legitimate_noisy,medium,0.136
APP-E53648EF67E8,legitimate_noisy,medium,0.388
APP-BC87D2D2A7AE,legitimate_clean,easy,0.132
APP-4A63F6B24CCE,legitimate_noisy,easy,0.116
APP-8EAB86841A47,legitimate_clean,easy,0.091
APP-13A82FA6FD66,true_name_fraud,medium,0.339
APP-D8813881F3AE,legitimate_clean,easy,0.097
APP-403E43AA5CC6,legitimate_clean,medium,0.014
APP-5A8821DF0DB9,legitimate_clean,easy,0.088
APP-0617E38BB1CF,legitimate_clean,medium,0.043
APP-3D91188C080C,legitimate_noisy,hard,0.129
APP-146E550368DE,legitimate_clean,easy,0.0
APP-535021DE2B34,legitimate_clean,easy,0.155
APP-05325CE4251D,legitimate_clean,easy,0.003
APP-1978FBD7924F,legitimate_clean,easy,0.017
APP-006681463CCB,legitimate_clean,easy,0.0
APP-A034E2153DD7,legitimate_clean,easy,0.0
APP-A29990876D5A,legitimate_clean,easy,0.072
APP-E8640583DDF2,legitimate_clean,medium,0.219
APP-DAD756AA2579,legitimate_clean,easy,0.0
APP-CC39EBFD3EF5,legitimate_clean,easy,0.021
APP-A9649ADCD086,legitimate_clean,medium,0.076
APP-64882BC237DC,legitimate_clean,medium,0.0
APP-6D918498ABC0,legitimate_clean,easy,0.08
APP-D99B5C246FAC,legitimate_noisy,medium,0.22
APP-EB56F20282D1,coordinated_attack,medium,0.78
APP-CAC4D93B4C23,synthetic_identity,medium,0.469
APP-84CACD829EC1,legitimate_noisy,medium,0.236
APP-277417BFD427,legitimate_clean,easy,0.0
APP-E59BC9C64B2A,legitimate_clean,easy,0.052
APP-3106AF82B079,legitimate_clean,easy,0.179
APP-EDAF4EB5822D,legitimate_noisy,easy,0.098
APP-DD8B34B71203,legitimate_noisy,hard,0.287
APP-FB0F6B327F29,legitimate_clean,medium,0.11
APP-CD4B4F69B466,legitimate_noisy,medium,0.0
APP-3E9B288B9946,legitimate_clean,easy,0.037
APP-080A984BB66C,legitimate_clean,easy,0.0
APP-322839DC97CA,legitimate_clean,easy,0.047
APP-9FB67D007366,legitimate_noisy,medium,0.145
APP-C1B202641C76,legitimate_clean,medium,0.127
APP-AF14D614126E,legitimate_clean,medium,0.111
APP-7DC1D12349C4,legitimate_clean,medium,0.032
APP-84CF680B459E,legitimate_clean,medium,0.081
APP-9FCF14865867,legitimate_clean,medium,0.034
APP-67F5DAFCA13A,legitimate_clean,medium,0.0
APP-41DD67C17EAC,legitimate_clean,easy,0.032
APP-E84694DDA60F,synthetic_identity,medium,0.64
APP-8A2B17FB0C7F,legitimate_clean,easy,0.238
APP-717BBD8A2444,legitimate_clean,easy,0.139
APP-A930BBADF962,legitimate_noisy,hard,0.046
APP-D9DC1C6AA7F5,legitimate_clean,easy,0.074
APP-2DA001970413,legitimate_clean,easy,0.0
APP-B98FC4FE0FD6,true_name_fraud,hard,0.077
APP-8360E0B90B21,legitimate_clean,easy,0.107
APP-5CD5B35ACF59,true_name_fraud,medium,0.451
APP-6E9593312E14,legitimate_clean,easy,0.023
APP-EB25131247B2,legitimate_clean,easy,0.09
APP-BABFC86AC73B,legitimate_noisy,hard,0.0
APP-2BF677C3161A,legitimate_clean,easy,0.097
APP-7C1135290312,legitimate_clean,easy,0.034
APP-FBE26FB809CE,legitimate_noisy,medium,0.281
APP-DF021C34DE6A,legitimate_noisy,hard,0.215
APP-92FD06A4C317,coordinated_attack,hard,0.658
APP-2AD75AE3D25E,legitimate_clean,easy,0.005
APP-B0B48EEA2C6F,legitimate_clean,medium,0.089
APP-C1A4D86D7CD1,legitimate_clean,easy,0.148
APP-D58AA717BE57,legitimate_clean,medium,0.134
APP-EDCC54E0CCC8,legitimate_noisy,hard,0.25
APP-3A48FC8939D8,legitimate_noisy,medium,0.226
APP-7174FC214024,legitimate_clean,easy,0.024
APP-25236E667E17,legitimate_noisy,hard,0.26
APP-1904228BB0A2,legitimate_clean,easy,0.0
APP-9D6C8AFE292D,legitimate_clean,medium,0.012
APP-D24A4E81A1B0,legitimate_clean,medium,0.007
APP-E2A3A5C8D268,legitimate_clean,medium,0.093
APP-1292BAB123E8,legitimate_clean,easy,0.144
APP-22E305F76E4F,legitimate_clean,easy,0.028
APP-57328C1BBAF1,legitimate_clean,easy,0.056
APP-43D0184C6610,legitimate_clean,easy,0.233
APP-10E953E87EFC,legitimate_clean,easy,0.0
APP-CD497DFB485F,true_name_fraud,hard,0.135
APP-1E6B7B9316A9,legitimate_clean,medium,0.084
APP-2716D52E337C,legitimate_clean,easy,0.062
APP-72277C3E9D1B,legitimate_clean,hard,0.098
APP-52152CC1D490,legitimate_clean,easy,0.054
APP-68EFF0348AD3,legitimate_clean,easy,0.095
APP-93881EBFA6C5,legitimate_clean,easy,0.053
APP-FE242F1474BE,legitimate_clean,easy,0.089
APP-CB000F4CC01A,legitimate_clean,medium,0.047
APP-7593DDDD7526,legitimate_noisy,easy,0.177
APP-6BCD83D09777,legitimate_clean,medium,0.112
APP-2241123ACD9B,legitimate_clean,easy,0.085
APP-C48CDB2E4F31,legitimate_clean,medium,0.066
APP-AD283B8F0226,legitimate_clean,easy,0.028
APP-79538032D30B,synthetic_identity,medium,0.833
APP-F5471222C2EA,legitimate_noisy,medium,0.103
APP-7D80513C16B3,legitimate_clean,easy,0.025
APP-861B38933731,legitimate_clean,medium,0.098
APP-D112BD4C8C38,legitimate_clean,easy,0.191
APP-EBC068B510E4,legitimate_clean,easy,0.013
APP-C858FDFDEF93,legitimate_clean,easy,0.028
APP-8A6F0F66FFA2,legitimate_clean,medium,0.088
APP-A9D9C148A914,legitimate_noisy,medium,0.153
APP-03F2CEF1E521,legitimate_clean,medium,0.0
APP-A58F0426A0A6,synthetic_identity,medium,0.489
APP-8D5790B70E99,legitimate_noisy,hard,0.133
APP-9E04B81C920D,legitimate_noisy,hard,0.279
APP-09A15EF66A98,coordinated_attack,hard,0.546
APP-38FD8FB65E10,legitimate_clean,easy,0.0
APP-DC36E61F1467,legitimate_clean,medium,0.133
APP-665ECA6A033E,legitimate_clean,easy,0.028
APP-1657DC1A61F2,legitimate_clean,hard,0.069
APP-021CF8480B43,legitimate_clean,medium,0.009
APP-9EA0A8642739,legitimate_clean,easy,0.021
APP-98A14C6CD6D1,legitimate_clean,easy,0.022
APP-EC73333EB5A3,true_name_fraud,hard,0.311
APP-67A35BADB41F,legitimate_noisy,medium,0.245
APP-24D41BBFAD7E,legitimate_clean,easy,0.028
APP-807E4A5C44C2,legitimate_noisy,hard,0.178
APP-E57B4FEDB314,synthetic_identity,medium,0.668
APP-A78A901EECEA,legitimate_clean,easy,0.059
APP-9F2C1EA6515F,legitimate_clean,easy,0.17
APP-C5098F60A1EA,legitimate_noisy,easy,0.112
APP-609723A1D949,legitimate_clean,medium,0.216
APP-FA8EF8B24CA8,legitimate_clean,easy,0.001
APP-4657C429B340,legitimate_clean,medium,0.035
APP-4D05A1200CDE,legitimate_clean,medium,0.061
APP-4B30E25D2D91,legitimate_clean,medium,0.004
APP-C79FCEA7D853,legitimate_clean,easy,0.111
APP-4441BB6F171F,legitimate_noisy,hard,0.2
APP-42C2F6495879,legitimate_clean,easy,0.038
APP-FB7D6DBADD31,legitimate_clean,easy,0.068
APP-639827DE1A1C,legitimate_clean,easy,0.139
APP-EE5FD22DCE53,legitimate_clean,medium,0.0
APP-EBBE48C59B3E,legitimate_clean,easy,0.1
APP-EEFB70CE364F,legitimate_clean,easy,0.052
APP-A47792E6D34B,legitimate_clean,medium,0.0
APP-F5C433AB9301,legitimate_noisy,hard,0.162
APP-A31D3399692E,legitimate_clean,easy,0.065
APP-A6D01E94F8BC,legitimate_clean,easy,0.167
APP-4A9B7F9C5C74,legitimate_clean,easy,0.004
APP-6A08B777E5B5,legitimate_clean,easy,0.052
APP-D2234933E7F5,legitimate_clean,medium,0.037
APP-3E042C955A91,legitimate_clean,easy,0.025
APP-DF99C4BD4F43,legitimate_clean,easy,0.022
APP-77ECD8C6D473,legitimate_clean,easy,0.0
APP-1411C919E6C1,legitimate_clean,medium,0.036
APP-4935C09B4AD7,legitimate_clean,easy,0.0
APP-D61DA5D0B36D,legitimate_clean,easy,0.12
APP-86BF9216032F,legitimate_noisy,medium,0.06
APP-5DD5241C2E4A,legitimate_clean,medium,0.047
APP-5F216DD1499B,legitimate_noisy,hard,0.172
APP-57E68F68254B,legitimate_clean,easy,0.083
APP-A9DD313EDC0F,legitimate_clean,medium,0.021
APP-B2295D89990F,legitimate_clean,hard,0.097
APP-8A92759401BF,legitimate_clean,hard,0.073
APP-77BF5E4B81D6,legitimate_noisy,medium,0.301
APP-296C6BC0289A,legitimate_noisy,medium,0.226
APP-D7F7C1A209D0,legitimate_clean,easy,0.026
APP-6A6001015F3E,legitimate_clean,medium,0.007
APP-8AE0B9BE1018,legitimate_clean,easy,0.088
APP-A2526B406BC2,legitimate_clean,easy,0.0
APP-FF68BAA9E8AB,coordinated_attack,medium,0.846
APP-A8AF721A5AFE,legitimate_clean,easy,0.133
APP-5A64142BA2A0,legitimate_clean,medium,0.029
APP-DAA18A7A44C1,legitimate_noisy,hard,0.238
APP-87998E1C6C75,legitimate_clean,medium,0.079
APP-612AA6B522FE,legitimate_noisy,hard,0.178
APP-041A26D50E06,legitimate_clean,easy,0.11
APP-4632CE479DB8,legitimate_clean,easy,0.0
APP-B3B80862EC6E,legitimate_clean,easy,0.018
APP-1D54CD849C3F,legitimate_clean,medium,0.0
APP-EE282A48A9FA,legitimate_clean,easy,0.084
APP-9C36DDE65020,true_name_fraud,easy,0.593
APP-A8352BB4A2EB,legitimate_noisy,hard,0.216
APP-A09A204F0029,legitimate_clean,medium,0.092
APP-182C462C5EE5,legitimate_clean,easy,0.009
APP-689026B88E64,legitimate_clean,easy,0.0
APP-7D1D64B67EB5,legitimate_clean,easy,0.069
APP-ABC832264450,legitimate_clean,medium,0.0
APP-5C6AA1A93958,legitimate_clean,easy,0.072
APP-D4C26043273E,legitimate_clean,easy,0.01
APP-5FF19DF05F3A,legitimate_clean,easy,0.101
APP-A6D8363CC475,legitimate_clean,easy,0.026
APP-A196BB338519,legitimate_clean,easy,0.065
APP-A723ED3657ED,legitimate_noisy,medium,0.298
APP-3C7494BABFAD,legitimate_clean,easy,0.07
APP-7D199318B696,legitimate_clean,medium,0.046
APP-DBD4A7955D07,synthetic_identity,medium,0.369
APP-F717F5A7FE33,true_name_fraud,easy,0.439
APP-9C720575A783,synthetic_identity,hard,0.304
APP-140195761BEC,legitimate_noisy,hard,0.276
APP-E34B0EA637F1,legitimate_clean,easy,0.07
APP-834DC950316F,legitimate_clean,easy,0.117
APP-DA64DFE0F966,legitimate_clean,medium,0.071
APP-D4AD7B2FB897,legitimate_clean,medium,0.0
APP-5419694DF67B,legitimate_noisy,medium,0.107
APP-38551B703B14,legitimate_clean,hard,0.115
APP-E8A88149F2EA,legitimate_clean,easy,0.043
APP-A7F10F07CBA3,coordinated_attack,hard,0.542
APP-5C27469C2F80,legitimate_clean,easy,0.088
APP-ED53AA72CDFD,legitimate_clean,medium,0.042
APP-C52ED09DC94B,legitimate_clean,easy,0.0
APP-016D91510FEA,legitimate_clean,easy,0.176
APP-3054D3145505,legitimate_clean,easy,0.082
APP-39042A3BA40A,legitimate_clean,easy,0.061
APP-85881E7D05A2,true_name_fraud,hard,0.242
APP-F93BCD68B503,coordinated_attack,medium,0.514
APP-0323A4907EEA,legitimate_clean,easy,0.055
APP-85A773287619,true_name_fraud,medium,0.447
APP-876D7F4B3A18,legitimate_clean,easy,0.087
APP-63267E38FE13,legitimate_clean,medium,0.023
APP-62809DF0A0A3,legitimate_clean,medium,0.01
APP-814520529789,synthetic_identity,medium,0.561
APP-878FD492A260,legitimate_clean,easy,0.069
APP-3F40AB0BD6AB,legitimate_clean,easy,0.115
APP-35B761ADECCB,legitimate_clean,medium,0.0
APP-D8CE4D91A4D8,legitimate_noisy,medium,0.179
APP-DF8D64BE70F2,legitimate_clean,medium,0.0
APP-A31913775F18,synthetic_identity,medium,0.537
APP-70E551119363,legitimate_clean,easy,0.071
APP-1D17CEBC85EA,legitimate_noisy,medium,0.202
APP-F372F03ACE65,legitimate_noisy,medium,0.147
APP-E0EC34F25529,legitimate_clean,easy,0.0
APP-E8FEA006DD5D,legitimate_clean,easy,0.044
APP-3D13ED1660EA,legitimate_clean,medium,0.148
APP-7670B83B9F2A,legitimate_clean,easy,0.0
APP-E7ED29A541DF,legitimate_clean,easy,0.033
APP-D071763A05E4,legitimate_clean,easy,0.095
APP-21E5A723D9A0,legitimate_clean,easy,0.002
APP-736262829FD9,legitimate_clean,easy,0.03
APP-EA3B78FADFA7,legitimate_clean,easy,0.012
APP-6CADD5181C93,legitimate_noisy,medium,0.205
APP-148D678C5C33,legitimate_noisy,hard,0.003
APP-96E1D349D4A4,legitimate_clean,easy,0.153
APP-CBDC07BB40F9,legitimate_clean,easy,0.066
APP-E68928A72E6D,synthetic_identity,easy,0.674
APP-07E13210B2C4,legitimate_clean,medium,0.022
APP-FFED95703DD3,legitimate_clean,easy,0.023
APP-62773867C226,legitimate_clean,easy,0.105
APP-1B2D6E7796E6,legitimate_clean,easy,0.119
APP-AC0E7CF99C34,legitimate_clean,easy,0.039
APP-30F41846B753,legitimate_clean,easy,0.055
APP-51583B81EEFA,legitimate_clean,medium,0.0
APP-CEF3045D1EFB,legitimate_clean,medium,0.029
APP-1EA29D61E441,legitimate_clean,easy,0.006
APP-8A2BF08D65F9,legitimate_clean,hard,0.0
APP-AB11D5FEE1F4,legitimate_clean,easy,0.052
APP-B6E2413DCD37,legitimate_clean,hard,0.058
APP-3FFA8EFA3262,legitimate_clean,easy,0.014
APP-56B670C862A3,legitimate_clean,easy,0.0
APP-9396ED3FA376,legitimate_clean,medium,0.056
APP-6A20F6FA350A,legitimate_noisy,hard,0.003
APP-381DAF5426C2,legitimate_clean,easy,0.0
APP-628EA49457C3,legitimate_clean,easy,0.139
APP-3AB2DFC29AEC,synthetic_identity,medium,0.561
APP-E682719B650D,legitimate_clean,easy,0.013
APP-799F9A2BC6DD,legitimate_noisy,hard,0.262
APP-2F65942E4952,legitimate_clean,medium,0.043
APP-83BD6C6441D7,legitimate_clean,easy,0.0
APP-C13B8C4216AB,legitimate_clean,medium,0.11
APP-AE64F2718EC7,legitimate_clean,medium,0.085
APP-C0764CC19FBA,legitimate_clean,easy,0.074
APP-4473C98CF481,legitimate_clean,easy,0.084
APP-B2FFF2C79DCF,true_name_fraud,hard,0.337
APP-237E9A64518C,legitimate_clean,easy,0.09
APP-9C30AA1BD327,legitimate_noisy,medium,0.338
APP-ADB62C0041BE,legitimate_clean,easy,0.026
APP-CB0AC24DF388,legitimate_clean,easy,0.012
APP-B2957C98A1F2,true_name_fraud,medium,0.49
APP-05BB012127E4,synthetic_identity,hard,0.519
APP-465895871D3E,legitimate_clean,easy,0.09
APP-29D50A23D079,legitimate_clean,easy,0.0
APP-3AAC8016B7AD,legitimate_clean,easy,0.023
APP-7BDF82A7A617,legitimate_clean,easy,0.068
APP-DF11022DB4FD,legitimate_clean,medium,0.0
APP-4B011128EA73,legitimate_clean,medium,0.046
APP-AA1734DBD613,legitimate_clean,easy,0.196
APP-CF2051B5E418,legitimate_clean,easy,0.028
APP-0A7C2F58A69E,legitimate_noisy,hard,0.337
APP-A432B6617A40,legitimate_clean,easy,0.001
APP-94A2715474B7,legitimate_clean,easy,0.09
APP-5912269C38D3,coordinated_attack,medium,0.91
APP-470110A72FD2,true_name_fraud,medium,0.312
APP-806D4C469766,legitimate_noisy,medium,0.156
APP-0E88BE1CBA8E,legitimate_clean,easy,0.0
APP-D46D7377D51E,legitimate_clean,medium,0.042
APP-3871D80A11A3,legitimate_clean,hard,0.0
APP-168573BE5F49,legitimate_clean,easy,0.085
APP-2FC6CD130C1F,legitimate_clean,easy,0.144
APP-F007AEFCB1A1,legitimate_noisy,medium,0.186
APP-966F9EE3A2A6,legitimate_noisy,hard,0.177
APP-D5839F580BB6,synthetic_identity,hard,0.26
APP-ADC5F906E0AB,synthetic_identity,medium,0.628
APP-969AC7CA6E44,legitimate_clean,easy,0.265
APP-59DE3AE0575C,synthetic_identity,hard,0.554
APP-6FCDADE07BEA,legitimate_clean,easy,0.0
APP-8935A663E684,legitimate_clean,easy,0.026
APP-C873765FB9A2,legitimate_noisy,medium,0.246
APP-8ABF9C4339AC,legitimate_clean,medium,0.017
APP-6674E9F24ED7,legitimate_clean,medium,0.074
APP-1F21D91BD947,legitimate_clean,easy,0.144
APP-1BF86AAAA2E6,legitimate_clean,medium,0.094
APP-2B8F9BDB16A4,legitimate_clean,medium,0.0
APP-3DD2551BAFC9,legitimate_clean,easy,0.0
APP-FFDC70FBFD3B,legitimate_clean,medium,0.036
APP-61B6289CE7C3,legitimate_clean,easy,0.084
APP-C93A32111903,legitimate_noisy,hard,0.249
APP-7BA194E148B6,legitimate_clean,easy,0.021
APP-54135DD363A7,legitimate_clean,easy,0.029
APP-D36752F5C6CC,legitimate_clean,easy,0.011
APP-9141A4153924,legitimate_clean,hard,0.071
APP-DB429C6EBEBB,legitimate_clean,medium,0.0
APP-C924BE128633,legitimate_clean,easy,0.0
APP-25F79CBE45CB,synthetic_identity,medium,0.583
APP-B3C50CB0A500,legitimate_clean,medium,0.1
APP-59CC239F3521,legitimate_clean,easy,0.077
APP-E80603BF6298,legitimate_clean,medium,0.064
APP-340AE802EAC6,legitimate_clean,easy,0.092
APP-059D1A634A66,legitimate_clean,easy,0.099
APP-9E8F20D24FC1,coordinated_attack,medium,0.86
APP-EC5CABE1E3CB,legitimate_clean,medium,0.07
APP-B38F458C745A,legitimate_clean,easy,0.133
APP-071DC80C099D,legitimate_clean,easy,0.08
APP-47F7F7B1CD0C,legitimate_clean,easy,0.026
APP-7C09D9189BA0,legitimate_noisy,medium,0.06
APP-7F615766F7DF,legitimate_clean,easy,0.005
APP-38D7FA8EEA49,legitimate_clean,medium,0.197
APP-F90C88EEAF9E,legitimate_clean,medium,0.146
APP-38A3F60A301B,legitimate_clean,easy,0.07
APP-E833A6A3FE90,legitimate_clean,easy,0.02
APP-97AC3776D22C,legitimate_clean,easy,0.171
APP-A848331FE79B,legitimate_clean,easy,0.173
APP-BCD12E863766,legitimate_clean,medium,0.035
APP-A7FA0D13F2D6,legitimate_clean,easy,0.181
APP-7814B05CB63E,synthetic_identity,medium,0.674
APP-52DA3312CF00,legitimate_clean,medium,0.114
APP-B0F65B8696FC,legitimate_clean,easy,0.027
APP-1A50C89DB766,legitimate_noisy,hard,0.081
APP-0AF3BF7EEDB6,legitimate_clean,easy,0.005
APP-FE1577413BF5,legitimate_clean,easy,0.071
APP-DFA3E3AFA5B9,legitimate_clean,easy,0.0
APP-6AA8B3514CF5,legitimate_clean,hard,0.016
APP-FB1D06F8A406,legitimate_noisy,hard,0.268
APP-94D9A8419FDC,legitimate_clean,easy,0.0
APP-C2BD6C5FADC9,legitimate_clean,easy,0.053
APP-5B01D2B99516,legitimate_clean,medium,0.098
APP-C3E6DAD568CE,legitimate_clean,medium,0.089
APP-2BE0ED6A3A37,legitimate_noisy,medium,0.048
APP-40D6F3A87421,legitimate_clean,easy,0.102
APP-A031C682AB8B,legitimate_clean,easy,0.081
APP-E697B7F9B0CE,legitimate_clean,easy,0.004
APP-8486A4039F44,legitimate_clean,medium,0.001
APP-A80D8424E646,legitimate_clean,easy,0.12
APP-32D0C5714C3C,legitimate_clean,easy,0.04
APP-9A13E09C52F5,legitimate_clean,medium,0.076
APP-6F97712F4F04,legitimate_clean,easy,0.047
APP-C7DC9557C3F5,legitimate_clean,easy,0.131
APP-C32C0C36C7D9,legitimate_clean,easy,0.037
APP-63D97D113B20,legitimate_clean,easy,0.074
APP-44458E3F0C38,legitimate_clean,easy,0.034
APP-63F6BAD85A79,legitimate_clean,easy,0.029
APP-B0EE7757A0C4,legitimate_clean,easy,0.064
APP-6E3B6550CDA3,legitimate_clean,easy,0.234
APP-B153A176AC7B,legitimate_noisy,medium,0.144
APP-C9D32C5F51EF,legitimate_clean,easy,0.043
APP-750B86F3249E,legitimate_noisy,hard,0.171
APP-3D93E3ECCE28,legitimate_clean,easy,0.095
APP-BF936F022956,legitimate_noisy,hard,0.416
APP-9B3F51DEDDFD,legitimate_clean,medium,0.062
APP-3AB2470E3901,legitimate_clean,easy,0.061
APP-205B488B5FD2,true_name_fraud,medium,0.198
APP-1CE6A6C79037,legitimate_noisy,medium,0.274
APP-B48787C75001,legitimate_clean,medium,0.001
APP-F0A3386173AE,legitimate_clean,easy,0.017
APP-70934EE1356B,legitimate_clean,easy,0.039
APP-39966682A4A3,legitimate_clean,easy,0.041
APP-FACFC1713DEF,legitimate_clean,easy,0.008
APP-D75E48046349,legitimate_clean,easy,0.082
APP-7ECD2E784228,legitimate_clean,easy,0.092
APP-49C3AFEA6A4A,legitimate_noisy,easy,0.053
APP-CCA9036C4F32,legitimate_clean,easy,0.115
APP-EB0CBF0F9AE1,legitimate_clean,medium,0.032
APP-0E927B5370CE,true_name_fraud,hard,0.249
APP-741DB4A67244,legitimate_clean,easy,0.019
APP-D016CC486A35,legitimate_clean,easy,0.061
APP-C6679E507138,legitimate_clean,medium,0.066
APP-FB5B09B83364,legitimate_noisy,medium,0.075
APP-A2DF3CB1393D,synthetic_identity,medium,0.524
APP-0FB9682B9AE7,legitimate_clean,medium,0.0
APP-7F5A20D53CCA,legitimate_clean,easy,0.084
APP-8EB61A884F75,legitimate_clean,easy,0.011
APP-96277F9B9E0E,legitimate_noisy,medium,0.0
APP-C978F2AEFEE5,legitimate_noisy,medium,0.184
APP-1FC2656B9D1F,legitimate_noisy,hard,0.069
APP-33BD6AE64F7A,synthetic_identity,medium,0.621
APP-D367039112EB,legitimate_clean,easy,0.086
APP-26A88A330AB5,legitimate_clean,easy,0.002
APP-48BEA72CB075,legitimate_clean,easy,0.01
APP-07652B15C77F,legitimate_noisy,medium,0.136
APP-976F20435453,legitimate_clean,easy,0.147
APP-31CBCF25E8EF,legitimate_clean,easy,0.096
APP-8C52EA804683,legitimate_clean,easy,0.003
APP-B4219C3C8480,legitimate_clean,easy,0.0
APP-ADB8B0E30DCD,legitimate_noisy,hard,0.076
APP-8B810A484073,legitimate_clean,hard,0.101
APP-93C2EE36D007,legitimate_noisy,hard,0.304
APP-D3D00F857A31,legitimate_noisy,hard,0.053
APP-366AD044AC92,legitimate_clean,easy,0.0
APP-A94745E66376,legitimate_clean,medium,0.074
APP-03B4ECD42A12,legitimate_clean,easy,0.02
APP-7EF67C3B77BB,coordinated_attack,hard,0.567
APP-74D3E19E79C2,legitimate_noisy,easy,0.09
APP-E1C3078B350B,legitimate_clean,easy,0.025
APP-EF4A66D5C1B3,legitimate_noisy,medium,0.26
APP-DE5E8B848C3F,legitimate_clean,medium,0.075
APP-D1395BAF4A03,legitimate_noisy,medium,0.306
APP-498894B8D19C,legitimate_clean,easy,0.046
APP-45D58E60B870,legitimate_clean,easy,0.044
APP-066FDC0E7A47,legitimate_noisy,medium,0.079
APP-55318FD7774F,legitimate_clean,easy,0.092
APP-B2B38F1FB194,legitimate_clean,easy,0.084
APP-AFDA41641C7B,legitimate_clean,easy,0.042
APP-F2972048A431,legitimate_clean,medium,0.0
APP-4E4843CC68B9,legitimate_clean,easy,0.088
APP-BCB5CA6A6255,legitimate_clean,easy,0.057
APP-5168F96BF283,legitimate_clean,easy,0.091
APP-0984CA90FFC8,legitimate_clean,medium,0.091
APP-8FA5A93BC495,legitimate_clean,medium,0.067
APP-20CFF13E008D,legitimate_clean,easy,0.103
APP-F4AD89AE4D89,legitimate_clean,easy,0.008
APP-B550BF5D0E27,legitimate_clean,easy,0.096
APP-45AAE2870710,legitimate_clean,hard,0.129
APP-E55731E1FE71,legitimate_clean,medium,0.033
APP-2FA83AA2441A,legitimate_clean,easy,0.089
APP-19106B0CC364,legitimate_clean,easy,0.0
APP-3E59A0432798,legitimate_clean,easy,0.0
APP-8FEC357DDF88,legitimate_clean,medium,0.05
APP-9A8FC3DB788B,legitimate_clean,medium,0.038
APP-EC63EAB82AA4,legitimate_clean,easy,0.085
APP-19E416C73AA7,legitimate_clean,easy,0.085
APP-274590BE67DF,legitimate_clean,medium,0.049
APP-43805BC19BB9,legitimate_clean,medium,0.005
APP-8EED159F7BE6,legitimate_clean,easy,0.004
APP-ABD83EBE06CD,legitimate_clean,medium,0.034
APP-29ACD2DFE054,coordinated_attack,medium,0.677
APP-E842B43C6102,legitimate_clean,hard,0.009
APP-8D373CC75F21,legitimate_clean,easy,0.054
APP-F2BF25CE839D,legitimate_clean,easy,0.0
APP-DF1200BE6505,legitimate_clean,easy,0.037
APP-434E3CE151B2,legitimate_clean,easy,0.083
APP-DF2DB3C09959,legitimate_clean,medium,0.01
APP-7462A5011E14,legitimate_clean,medium,0.032
APP-EF3550B9D723,coordinated_attack,medium,0.862
APP-C1C4D204AEBC,legitimate_clean,easy,0.055
APP-C8B3AECDA77B,legitimate_clean,easy,0.076
APP-3E40BDD0C057,legitimate_clean,easy,0.067
