application_id,application_date,application_month,fraud_label,fraud_type,difficulty_level,generated_signal_score,age,annual_income,months_at_address,months_at_employer,num_prev_apps_same_device_7d,num_prev_apps_same_email_30d,num_prev_apps_same_phone_30d,num_prev_apps_same_address_30d,zip_ip_distance_proxy,application_hour,is_free_email_domain,document_uploaded,thin_file_flag,name_email_match_score,income_age_ratio,tenure_min,night_application_flag,high_device_velocity_flag,high_identity_reuse_flag,state,housing_status,ip_region,employer_industry
APP-E1735AC899D3,2024-01-29,2024-01,0,legitimate_noisy,hard,0.075,32,33000,16,13,0,0,0,0,0.112,10,1,1,0,0.482,1031.25,13,0,0,0,NE,own,NE,retail
APP-6DF77AD514C2,2024-02-22,2024-02,0,legitimate_clean,easy,0.095,41,194000,61,14,0,0,0,0,0.236,11,1,1,0,0.461,4731.707317073171,14,0,0,0,CA,rent,CA,technology
APP-546C3A821D9F,2024-11-26,2024-11,0,legitimate_clean,easy,0.036,18,52000,80,96,0,0,0,0,0.263,18,0,1,0,0.911,2888.8888888888887,80,0,0,0,CA,own,CA,manufacturing
APP-2BB69B4D47A9,2024-09-12,2024-09,0,legitimate_clean,easy,0.099,53,47000,97,66,0,0,0,0,0.074,9,1,1,0,0.466,886.7924528301887,66,0,0,0,WA,rent,WA,hospitality
APP-61B59F2D0C2A,2024-04-28,2024-04,0,legitimate_clean,easy,0.116,45,28000,22,89,0,0,0,0,0.245,20,1,1,0,0.422,622.2222222222222,22,0,0,0,OH,rent,OH,retail
APP-FD40B515B551,2024-03-22,2024-03,0,legitimate_clean,easy,0.0,48,69000,105,67,0,0,0,0,0.126,10,0,1,0,0.916,1437.5,67,0,0,0,GA,family,GA,insurance
APP-C6B945E72B59,2024-06-08,2024-06,0,legitimate_clean,easy,0.033,18,107000,83,26,0,0,0,0,0.113,8,0,1,0,0.947,5944.444444444444,26,0,0,0,NC,own,NC,finance
APP-731238CAF3F8,2024-04-02,2024-04,0,legitimate_clean,easy,0.095,38,55000,87,53,0,0,0,0,0.238,13,1,1,0,0.503,1447.3684210526317,53,0,0,0,TN,rent,TN,healthcare
APP-22AA4A8FB98B,2024-10-30,2024-10,0,legitimate_clean,easy,0.1,30,77000,77,66,0,0,0,0,0.012,11,1,1,0,0.489,2566.6666666666665,66,0,0,0,TX,own,TX,finance
APP-7D675BC60889,2024-06-13,2024-06,0,legitimate_clean,medium,0.102,21,53000,85,14,0,1,1,0,0.101,17,0,1,0,0.934,2523.809523809524,14,0,0,0,MO,own,MO,finance
APP-D74698E9C794,2024-03-04,2024-03,0,legitimate_clean,hard,0.0,58,126000,49,39,0,0,0,0,0.24,18,0,1,0,0.947,2172.4137931034484,39,0,0,0,KY,own,KY,healthcare
APP-16932B5B3D71,2024-12-05,2024-12,0,legitimate_clean,easy,0.01,31,149000,78,70,0,0,0,0,0.144,12,0,1,0,0.48,4806.451612903225,70,0,0,0,OH,rent,OH,finance
APP-68F7612C4225,2024-12-03,2024-12,0,legitimate_clean,easy,0.094,46,197000,83,8,0,0,0,0,0.006,13,0,1,0,0.478,4282.608695652174,8,0,0,0,CA,own,CA,technology
APP-CAE8999B0F8C,2024-08-29,2024-08,0,legitimate_clean,easy,0.007,38,30000,90,27,0,0,0,0,0.226,17,0,1,0,0.899,789.4736842105264,27,0,0,0,MN,rent,MN,hospitality
APP-FA6D2DFC8A3B,2024-05-09,2024-05,1,true_name_fraud,hard,0.261,71,34000,19,18,1,1,1,1,0.324,7,0,1,0,0.922,478.8732394366197,18,0,0,0,OH,own,FL,retail
APP-124F439671C3,2024-12-17,2024-12,0,legitimate_clean,easy,0.085,28,24000,70,34,0,0,0,0,0.238,19,1,1,0,0.879,857.1428571428571,34,0,0,0,WA,rent,OH,hospitality
APP-AF60A8B7D561,2024-06-08,2024-06,0,legitimate_clean,hard,0.036,21,79000,88,80,0,0,0,0,0.002,13,1,1,0,0.537,3761.904761904762,80,0,0,0,TN,rent,TN,finance
APP-E1A64904E07F,2024-04-14,2024-04,0,legitimate_clean,easy,0.099,63,74000,110,25,0,0,1,0,0.268,15,0,1,0,0.906,1174.6031746031747,25,0,0,0,FL,own,FL,technology
APP-36D9E40559BF,2024-07-29,2024-07,0,legitimate_clean,easy,0.032,48,83000,72,69,0,0,0,0,0.293,19,0,1,0,0.497,1729.1666666666667,69,0,0,0,OH,rent,OH,finance
APP-EE338F14573C,2024-08-05,2024-08,0,legitimate_clean,easy,0.01,20,58000,60,89,0,0,0,0,0.031,21,1,1,0,0.857,2900.0,60,0,0,0,FL,own,FL,healthcare
APP-78D71EC6BE9C,2024-01-11,2024-01,0,legitimate_clean,easy,0.076,18,33000,99,92,0,0,0,0,0.17,11,1,1,0,0.928,1833.3333333333333,92,0,0,0,AZ,own,AZ,hospitality
APP-73CEB8FE9124,2024-06-30,2024-06,1,true_name_fraud,hard,0.076,55,151000,33,32,0,0,0,0,0.109,16,1,0,0,0.926,2745.4545454545455,32,0,0,0,NE,other,NE,finance
APP-B202C02CF9FE,2024-10-04,2024-10,0,legitimate_clean,medium,0.033,42,48000,108,43,0,0,0,0,0.078,9,0,1,0,0.921,1142.857142857143,43,0,0,0,MD,own,MD,logistics
APP-3E1A9CFB88DC,2024-11-06,2024-11,0,legitimate_clean,easy,0.05,20,98000,101,90,0,0,0,0,0.274,14,0,1,0,0.471,4900.0,90,0,0,0,GA,family,GA,finance
APP-5430A0E34FEF,2024-10-01,2024-10,0,legitimate_clean,easy,0.074,45,162000,93,65,0,0,0,0,0.091,9,1,1,0,0.895,3600.0,65,0,0,0,TX,rent,TX,finance
APP-5199C26DC6BC,2024-10-13,2024-10,0,legitimate_clean,easy,0.0,43,122000,63,67,0,0,0,0,0.006,13,0,1,0,0.933,2837.2093023255816,63,0,0,0,AZ,family,AZ,technology
APP-0C5226692376,2024-09-03,2024-09,0,legitimate_clean,easy,0.015,40,83000,94,6,0,0,0,0,0.148,19,1,1,0,0.928,2075.0,6,0,0,0,MO,rent,MO,education
APP-C512C94E7309,2024-09-05,2024-09,0,legitimate_clean,easy,0.141,18,90000,74,46,0,0,0,0,0.172,19,0,1,1,0.944,5000.0,46,0,0,0,IN,family,IN,healthcare
APP-14EED15AE2C6,2024-01-05,2024-01,0,legitimate_clean,easy,0.058,28,76000,111,52,0,0,0,0,0.116,6,1,1,0,0.918,2714.285714285714,52,0,0,0,PA,rent,PA,manufacturing
APP-E3BDF88E83A2,2024-05-20,2024-05,0,legitimate_clean,medium,0.029,44,198000,55,84,0,0,0,0,0.033,18,0,1,0,0.447,4500.0,55,0,0,0,OH,rent,OH,finance
APP-C9ABC3DE8403,2024-08-05,2024-08,1,coordinated_attack,medium,0.764,55,53000,0,2,2,1,2,3,0.435,1,1,1,0,0.041,963.6363636363636,0,1,0,1,WA,rent,TX,education
APP-3FA80A986FEA,2024-10-20,2024-10,0,legitimate_clean,medium,0.097,54,73000,103,45,0,0,0,0,0.047,14,1,1,0,0.526,1351.851851851852,45,0,0,0,TX,own,TX,education
APP-FE03F69BF4C1,2024-08-03,2024-08,0,legitimate_clean,easy,0.107,32,76000,100,27,0,0,0,0,0.161,18,1,1,0,0.461,2375.0,27,0,0,0,AZ,own,TX,insurance
APP-EA8FCD02F24B,2024-09-16,2024-09,0,legitimate_clean,easy,0.13,32,97000,66,52,0,0,0,0,0.039,3,0,0,0,0.549,3031.25,52,1,0,0,CA,family,CA,healthcare
APP-E764FE3506D2,2024-01-28,2024-01,0,legitimate_clean,easy,0.032,45,189000,23,36,0,0,0,0,0.244,20,0,1,0,0.897,4200.0,23,0,0,0,NM,family,NM,finance
APP-4582B610330B,2024-04-20,2024-04,0,legitimate_clean,easy,0.016,44,42000,50,25,0,0,0,0,0.05,18,0,1,0,0.519,954.5454545454545,25,0,0,0,OH,rent,OH,logistics
APP-79CBF2D770D5,2024-06-07,2024-06,0,legitimate_clean,easy,0.082,39,52000,85,79,0,0,0,0,0.051,15,0,1,0,0.367,1333.3333333333333,79,0,0,0,CA,own,CA,hospitality
APP-4C6DB5D230F1,2024-11-17,2024-11,0,legitimate_noisy,hard,0.055,25,44000,12,17,0,1,0,0,0.217,18,1,1,0,0.878,1760.0,12,0,0,0,NV,own,NV,manufacturing
APP-D93FB889CC01,2024-10-22,2024-10,0,legitimate_clean,easy,0.049,51,48000,22,51,0,0,0,0,0.082,18,0,1,0,0.479,941.1764705882352,22,0,0,0,IN,family,IN,manufacturing
APP-B6512CC4F2FC,2024-09-05,2024-09,0,legitimate_noisy,medium,0.306,52,142000,2,3,0,0,0,0,0.278,12,1,1,1,0.361,2730.769230769231,2,0,0,0,CA,own,CA,healthcare
APP-91B2EE6C7469,2024-08-29,2024-08,0,legitimate_clean,medium,0.0,31,36000,52,45,0,0,0,0,0.133,13,0,1,0,0.54,1161.2903225806451,45,0,0,0,OH,rent,OH,hospitality
APP-6F3ABE251DE5,2024-02-15,2024-02,0,legitimate_clean,easy,0.093,19,46000,97,38,0,0,0,0,0.271,17,1,1,0,0.527,2421.0526315789475,38,0,0,0,NC,rent,WI,healthcare
APP-395E10A41078,2024-02-27,2024-02,0,legitimate_clean,easy,0.045,49,88000,14,47,0,0,0,0,0.045,18,0,1,0,0.85,1795.9183673469388,14,0,0,0,NY,rent,NY,manufacturing
APP-0259811F3A78,2024-04-16,2024-04,0,legitimate_noisy,medium,0.243,48,37000,20,8,2,0,0,0,0.482,10,0,1,1,0.452,770.8333333333334,8,0,0,0,AZ,rent,AZ,retail
APP-F3D720B5C15E,2024-06-21,2024-06,0,legitimate_clean,easy,0.204,47,47000,41,44,0,0,0,1,0.145,14,1,1,1,0.916,1000.0,41,0,0,0,IL,rent,IL,education
APP-B58AA6918D90,2024-05-19,2024-05,0,legitimate_clean,easy,0.145,19,74000,99,21,0,0,0,0,0.024,21,1,1,0,0.409,3894.7368421052633,21,0,0,0,IL,rent,IL,finance
APP-FC40900554D1,2024-03-02,2024-03,0,legitimate_noisy,hard,0.138,50,30000,4,12,0,0,0,0,0.111,18,1,1,0,0.894,600.0,4,0,0,0,FL,own,FL,hospitality
APP-DC7D1D73C31F,2024-08-03,2024-08,0,legitimate_clean,medium,0.001,20,45000,61,15,0,0,0,0,0.135,14,0,1,0,0.489,2250.0,15,0,0,0,WI,own,WI,finance
APP-A99D99484E9B,2024-11-21,2024-11,0,legitimate_clean,medium,0.0,39,87000,83,45,0,0,0,0,0.066,14,0,1,0,0.916,2230.769230769231,45,0,0,0,FL,rent,FL,healthcare
APP-5AD6BB1A6D61,2024-03-04,2024-03,0,legitimate_clean,easy,0.043,19,29000,59,82,0,0,0,0,0.094,14,0,1,0,0.867,1526.3157894736842,59,0,0,0,CA,family,CA,education
APP-660CF404B843,2024-05-31,2024-05,0,legitimate_noisy,hard,0.075,30,50000,17,8,0,0,0,0,0.435,15,0,1,0,0.501,1666.6666666666667,8,0,0,0,NM,rent,NM,finance
APP-03E7DCE0AA3D,2024-01-23,2024-01,0,legitimate_clean,easy,0.0,22,37000,19,36,0,0,0,0,0.207,15,0,1,0,0.887,1681.8181818181818,19,0,0,0,OH,rent,OH,retail
APP-33753E42E6AD,2024-12-03,2024-12,0,legitimate_clean,easy,0.125,52,54000,44,48,0,0,0,0,0.161,8,1,1,0,0.474,1038.4615384615386,44,0,0,0,MO,own,MO,retail
APP-8D22822CA3D2,2024-04-24,2024-04,0,legitimate_noisy,hard,0.161,40,137000,19,14,0,0,0,2,0.124,13,0,1,1,0.941,3425.0,14,0,0,1,OH,rent,TX,finance
APP-3D46D4EB999B,2024-11-01,2024-11,0,legitimate_clean,easy,0.098,44,34000,54,22,0,0,0,0,0.251,20,1,1,0,0.921,772.7272727272727,22,0,0,0,CA,family,CA,retail
APP-A9601AF30F22,2024-05-23,2024-05,0,legitimate_clean,easy,0.046,51,158000,82,67,0,0,0,0,0.038,14,1,1,0,0.864,3098.0392156862745,67,0,0,0,MO,rent,MO,finance
APP-F94B908A5C51,2024-11-28,2024-11,0,legitimate_noisy,hard,0.289,51,65000,8,11,0,0,0,0,0.405,3,1,1,0,0.464,1274.5098039215686,8,1,0,0,CA,other,CA,education
APP-70F3188949C3,2024-01-01,2024-01,0,legitimate_clean,easy,0.082,38,37000,57,34,0,0,0,0,0.26,18,1,1,0,0.945,973.6842105263158,34,0,0,0,TX,rent,TX,hospitality
APP-6F700DEFEB22,2024-10-04,2024-10,0,legitimate_noisy,medium,0.082,19,78000,17,12,0,0,0,0,0.142,20,0,1,0,0.376,4105.263157894737,12,0,0,0,WI,rent,WI,insurance
APP-5FC8D5294869,2024-11-26,2024-11,1,true_name_fraud,hard,0.285,27,155000,41,24,1,1,1,0,0.345,22,1,1,1,0.945,5740.740740740741,24,0,0,0,FL,rent,MO,technology
APP-19C1D819BA90,2024-05-10,2024-05,0,legitimate_clean,medium,0.011,48,147000,52,21,0,0,1,0,0.021,16,0,1,0,0.519,3062.5,21,0,0,0,MI,rent,MI,healthcare
APP-57DB52D5FE3C,2024-05-12,2024-05,0,legitimate_clean,hard,0.0,71,134000,59,16,0,0,0,0,0.186,19,0,1,0,0.851,1887.3239436619717,16,0,0,0,MO,rent,MO,technology
APP-F99E753A01EE,2024-04-11,2024-04,0,legitimate_clean,medium,0.045,55,63000,106,93,0,0,0,0,0.048,17,0,1,0,0.539,1145.4545454545455,93,0,0,0,AZ,rent,AZ,logistics
APP-F3451FDC3944,2024-10-10,2024-10,0,legitimate_clean,medium,0.059,20,30000,61,83,0,0,0,0,0.043,19,1,1,0,0.877,1500.0,61,0,0,0,FL,family,FL,hospitality
APP-47671BC4B186,2024-01-17,2024-01,0,legitimate_noisy,medium,0.174,65,134000,5,7,0,0,0,0,0.47,15,0,1,0,0.523,2061.5384615384614,5,0,0,0,TX,rent,TX,healthcare
APP-BB3D45E424E8,2024-07-26,2024-07,0,legitimate_clean,medium,0.008,54,106000,100,20,0,0,0,0,0.12,14,1,1,0,0.908,1962.962962962963,20,0,0,0,MN,own,MN,finance
APP-BBA90A335D75,2024-02-10,2024-02,0,legitimate_clean,easy,0.046,41,118000,116,69,0,0,0,0,0.011,10,0,1,0,0.491,2878.048780487805,69,0,0,0,MN,rent,MN,finance
APP-A10F5F4D9AEE,2024-04-13,2024-04,0,legitimate_noisy,easy,0.198,56,88000,4,7,0,0,0,0,0.277,0,1,1,0,0.871,1571.4285714285713,4,1,0,0,PA,rent,PA,education
APP-CA4BAB5A3D46,2024-01-08,2024-01,0,legitimate_clean,medium,0.143,46,33000,89,88,0,0,0,1,0.039,17,1,1,0,0.945,717.3913043478261,88,0,0,0,AZ,own,AZ,retail
APP-C430BF74EA76,2024-03-27,2024-03,0,legitimate_clean,easy,0.012,30,45000,43,75,0,0,0,0,0.001,14,0,1,0,0.544,1500.0,43,0,0,0,NM,own,NM,insurance
APP-2A529D516793,2024-12-09,2024-12,0,legitimate_clean,medium,0.176,63,77000,106,32,0,0,0,0,0.086,15,1,0,0,0.415,1222.2222222222222,32,0,0,0,CO,rent,CO,manufacturing
APP-2ABEB5EE8703,2024-05-10,2024-05,0,legitimate_noisy,hard,0.129,42,74000,13,15,0,0,0,0,0.193,9,1,1,1,0.896,1761.904761904762,13,0,0,0,OH,rent,OH,healthcare
APP-9A24588478CD,2024-06-08,2024-06,0,legitimate_clean,easy,0.049,19,22000,52,85,0,0,0,0,0.144,18,0,1,0,0.866,1157.8947368421052,52,0,0,0,IL,own,IL,logistics
APP-8A05DC3D4A75,2024-10-20,2024-10,0,legitimate_noisy,hard,0.096,49,139000,20,6,1,0,0,0,0.399,14,0,1,0,0.924,2836.734693877551,6,0,0,0,OH,own,OH,technology
APP-3510423113FD,2024-09-04,2024-09,0,legitimate_clean,medium,0.068,44,74000,45,89,0,0,0,0,0.17,21,1,1,0,0.86,1681.8181818181818,45,0,0,0,TX,rent,TX,logistics
APP-5CCAD02157D3,2024-04-11,2024-04,0,legitimate_clean,easy,0.0,19,28000,103,35,0,0,0,0,0.075,13,0,1,0,0.504,1473.6842105263158,35,0,0,0,AZ,family,AZ,retail
APP-9A29A7C2060A,2024-03-19,2024-03,0,legitimate_clean,easy,0.001,48,161000,108,59,0,0,0,0,0.068,13,0,1,0,0.402,3354.1666666666665,59,0,0,0,FL,family,FL,healthcare
APP-9223BBA241BB,2024-11-22,2024-11,0,legitimate_clean,easy,0.103,33,48000,90,69,0,0,0,0,0.257,12,1,1,0,0.379,1454.5454545454545,69,0,0,0,GA,rent,GA,retail
APP-E814AA07D598,2024-11-24,2024-11,0,legitimate_clean,medium,0.118,53,32000,94,43,0,0,0,0,0.047,19,1,0,0,0.419,603.7735849056604,43,0,0,0,IN,rent,IN,logistics
APP-DF2EBE9E9211,2024-11-18,2024-11,0,legitimate_clean,medium,0.059,72,89000,61,46,0,0,0,0,0.088,9,0,0,0,0.495,1236.111111111111,46,0,0,0,GA,own,GA,technology
APP-BE1B94219CDE,2024-05-23,2024-05,0,legitimate_clean,medium,0.042,48,24000,96,86,0,0,0,0,0.065,16,1,1,0,0.878,500.0,86,0,0,0,TX,other,TX,hospitality
APP-D7FA45FC3CB3,2024-11-21,2024-11,0,legitimate_clean,easy,0.009,18,21000,35,79,0,0,0,0,0.213,18,0,0,0,0.928,1166.6666666666667,35,0,0,0,PA,rent,PA,hospitality
APP-AFE2FFAA9FAA,2024-07-01,2024-07,0,legitimate_noisy,medium,0.277,19,38000,2,18,0,0,0,0,0.404,17,0,0,0,0.015,2000.0,2,0,0,0,IL,own,IL,retail
APP-601AAD14FD6D,2024-08-29,2024-08,0,legitimate_clean,medium,0.059,23,44000,64,74,0,0,0,0,0.041,11,0,1,1,0.542,1913.0434782608695,64,0,0,0,TN,own,TN,technology
APP-BA69155C7370,2024-10-09,2024-10,1,synthetic_identity,hard,0.506,18,109000,2,3,1,0,0,0,0.423,4,0,1,1,0.015,6055.555555555556,2,1,0,0,AZ,rent,AZ,finance
APP-127870653996,2024-05-22,2024-05,0,legitimate_clean,easy,0.042,45,88000,16,87,0,0,0,0,0.039,15,1,1,0,0.874,1955.5555555555557,16,0,0,0,TN,family,TN,finance
APP-482070FB7A24,2024-03-23,2024-03,0,legitimate_clean,easy,0.092,38,52000,99,44,0,0,0,1,0.071,15,0,1,0,0.93,1368.421052631579,44,0,0,0,IL,own,IL,healthcare
APP-C74B47CEA105,2024-12-15,2024-12,0,legitimate_clean,easy,0.009,36,103000,32,69,0,0,0,0,0.074,17,1,1,0,0.925,2861.1111111111113,32,0,0,0,FL,rent,FL,technology
APP-89185B9A79BD,2024-09-23,2024-09,0,legitimate_clean,medium,0.057,38,40000,52,54,0,0,0,0,0.265,14,1,1,0,0.526,1052.6315789473683,52,0,0,0,FL,rent,FL,hospitality
APP-7497F611698B,2024-07-08,2024-07,0,legitimate_clean,easy,0.099,32,96000,74,11,0,0,0,0,0.253,14,1,1,0,0.534,3000.0,11,0,0,0,OH,own,OH,technology
APP-FABC85EA7601,2024-06-10,2024-06,0,legitimate_clean,easy,0.049,28,104000,83,76,0,0,0,0,0.034,14,0,1,0,0.897,3714.285714285714,76,0,0,0,NV,own,NV,technology
APP-F09F0608F402,2024-10-01,2024-10,0,legitimate_noisy,medium,0.317,50,47000,24,11,2,0,0,2,0.418,5,0,0,0,0.888,940.0,11,1,0,1,TX,family,MO,insurance
APP-82BDEF046780,2024-05-23,2024-05,0,legitimate_noisy,easy,0.284,45,67000,9,16,0,0,0,0,0.499,8,1,1,0,0.0,1488.888888888889,9,0,0,0,IN,family,TX,manufacturing
APP-0EBB96DE46DD,2024-08-17,2024-08,1,true_name_fraud,medium,0.186,60,68000,12,5,1,1,0,0,0.324,10,1,1,0,0.873,1133.3333333333333,5,0,0,0,FL,rent,TN,technology
APP-1C08B32CC332,2024-08-12,2024-08,0,legitimate_clean,medium,0.0,21,41000,46,45,0,0,0,0,0.161,15,0,1,0,0.935,1952.3809523809523,45,0,0,0,NC,own,NC,logistics
APP-088E1F7F2189,2024-03-07,2024-03,0,legitimate_clean,easy,0.0,29,103000,49,9,0,0,0,0,0.094,8,0,1,0,0.9,3551.7241379310344,9,0,0,0,NE,rent,NE,finance
APP-ED1D3D0E1191,2024-11-02,2024-11,1,synthetic_identity,medium,0.516,66,139000,2,7,2,0,0,1,0.468,19,1,1,1,0.462,2106.060606060606,2,0,0,0,TN,rent,TN,healthcare
APP-3ED4523D0C66,2024-12-03,2024-12,0,legitimate_clean,easy,0.045,66,42000,56,7,0,0,0,0,0.122,12,0,1,0,0.909,636.3636363636364,7,0,0,0,TX,rent,TX,logistics
APP-F06AAE27FD53,2024-10-09,2024-10,0,legitimate_clean,easy,0.132,68,172000,106,22,0,0,0,0,0.299,0,1,1,0,0.913,2529.4117647058824,22,1,0,0,WA,rent,CA,technology
APP-B53D4F43EEDE,2024-08-02,2024-08,0,legitimate_clean,easy,0.0,50,77000,13,64,0,0,0,0,0.2,10,0,1,0,0.939,1540.0,13,0,0,0,TX,own,TX,insurance
APP-E2228E53B1DB,2024-02-23,2024-02,1,synthetic_identity,easy,0.615,53,154000,1,7,3,2,4,3,0.63,16,1,1,0,0.881,2905.6603773584907,1,0,1,1,KY,family,CA,technology
APP-02E6B830E61F,2024-05-18,2024-05,0,legitimate_clean,easy,0.016,35,99000,81,67,0,0,0,0,0.254,16,1,1,0,0.515,2828.5714285714284,67,0,0,0,CO,rent,CO,technology
APP-8524D7CA20F4,2024-06-12,2024-06,0,legitimate_clean,medium,0.155,53,169000,31,55,0,0,0,0,0.063,16,1,0,0,0.492,3188.6792452830186,31,0,0,0,TN,other,TN,finance
APP-41C00B0CBC98,2024-12-21,2024-12,0,legitimate_clean,easy,0.008,36,93000,73,53,0,0,0,0,0.213,19,0,1,0,0.88,2583.3333333333335,53,0,0,0,MD,own,MD,technology
APP-E0202C3D2093,2024-12-02,2024-12,0,legitimate_clean,easy,0.091,37,77000,75,53,0,0,0,0,0.127,15,0,1,0,0.48,2081.0810810810813,53,0,0,0,NY,rent,NY,manufacturing
APP-F69628AF18C5,2024-07-19,2024-07,0,legitimate_noisy,easy,0.19,37,48000,4,7,0,0,0,0,0.499,8,0,1,0,0.501,1297.2972972972973,4,0,0,0,TX,family,AZ,retail
APP-505BAD28A37B,2024-08-31,2024-08,1,coordinated_attack,medium,0.769,29,40000,0,4,5,1,3,4,0.638,1,1,0,0,0.444,1379.3103448275863,0,1,1,1,AZ,rent,TX,logistics
APP-51FA6C45A350,2024-10-08,2024-10,0,legitimate_clean,easy,0.061,51,83000,103,90,0,0,0,0,0.107,20,0,1,0,0.455,1627.450980392157,90,0,0,0,GA,rent,GA,finance
APP-B43BC3C26DEA,2024-07-21,2024-07,0,legitimate_clean,easy,0.134,26,33000,47,28,0,0,0,0,0.0,16,1,1,1,0.938,1269.2307692307693,28,0,0,0,MN,own,MN,hospitality
APP-51F325E69A0E,2024-01-06,2024-01,0,legitimate_clean,hard,0.127,63,79000,66,39,0,0,0,0,0.28,11,0,0,1,0.856,1253.968253968254,39,0,0,0,OH,own,OH,education
APP-046D10CC606F,2024-12-30,2024-12,0,legitimate_clean,medium,0.0,63,79000,24,17,0,0,0,0,0.211,18,0,1,0,0.95,1253.968253968254,17,0,0,0,MI,own,MI,healthcare
APP-47C8C1E3492A,2024-02-13,2024-02,0,legitimate_clean,medium,0.0,70,90000,36,23,0,0,0,0,0.026,14,0,1,0,0.878,1285.7142857142858,23,0,0,0,MO,own,MO,technology
APP-F23F2424C622,2024-01-10,2024-01,0,legitimate_clean,easy,0.023,20,56000,53,32,0,0,0,0,0.022,15,0,1,0,0.889,2800.0,32,0,0,0,FL,other,FL,education
APP-6E562F2277DF,2024-04-22,2024-04,1,coordinated_attack,medium,0.635,49,67000,6,6,5,0,3,4,0.604,15,1,0,1,0.892,1367.3469387755101,6,0,1,1,PA,family,KY,education
APP-BF8A1D299E6E,2024-05-16,2024-05,0,legitimate_clean,easy,0.0,42,36000,105,6,0,0,0,0,0.085,13,0,1,0,0.948,857.1428571428571,6,0,0,0,FL,rent,FL,logistics
APP-E0EBD49A7B98,2024-06-15,2024-06,0,legitimate_clean,easy,0.041,50,52000,86,83,0,0,0,0,0.235,8,1,1,0,0.916,1040.0,83,0,0,0,CA,own,CA,retail
APP-AAC6CC8CB9CF,2024-05-21,2024-05,0,legitimate_clean,easy,0.0,55,26000,118,44,0,0,0,0,0.26,12,0,1,0,0.517,472.72727272727275,44,0,0,0,CA,rent,CA,hospitality
APP-0811EFD198BE,2024-12-24,2024-12,0,legitimate_clean,easy,0.074,39,43000,17,83,0,0,0,0,0.187,20,1,1,0,0.866,1102.5641025641025,17,0,0,0,CO,rent,CO,logistics
APP-F966963A0A2E,2024-12-31,2024-12,1,synthetic_identity,medium,0.637,70,39000,7,7,3,0,0,1,0.547,0,1,0,1,0.454,557.1428571428571,7,1,1,0,CA,rent,OR,retail
APP-941B4C15B6A5,2024-11-14,2024-11,0,legitimate_clean,medium,0.034,20,63000,52,25,0,0,0,0,0.287,19,0,1,0,0.901,3150.0,25,0,0,0,MI,own,MI,insurance
APP-F31279ABE507,2024-11-11,2024-11,0,legitimate_clean,easy,0.091,28,69000,63,45,0,0,0,0,0.134,14,1,1,0,0.489,2464.285714285714,45,0,0,0,TX,rent,TX,manufacturing
APP-4EB95C21F903,2024-08-28,2024-08,0,legitimate_clean,hard,0.015,26,46000,41,39,0,0,0,0,0.298,11,0,1,0,0.937,1769.2307692307693,39,0,0,0,CA,own,CA,retail
APP-9129422F1419,2024-03-31,2024-03,0,legitimate_noisy,hard,0.089,43,112000,18,15,0,0,0,0,0.419,19,0,1,0,0.481,2604.6511627906975,15,0,0,0,MD,rent,MD,healthcare
APP-7F4D35153205,2024-02-18,2024-02,1,coordinated_attack,medium,0.714,56,62000,2,6,2,1,2,3,0.637,19,1,1,1,0.038,1107.142857142857,2,0,0,1,CA,rent,AZ,manufacturing
APP-626A027C9C73,2024-09-17,2024-09,1,coordinated_attack,hard,0.584,19,87000,6,6,3,0,1,1,0.247,23,1,1,1,0.102,4578.9473684210525,6,0,1,0,MA,rent,GA,healthcare
APP-69B601ECF1E7,2024-11-08,2024-11,0,legitimate_noisy,medium,0.229,50,128000,9,17,2,0,0,0,0.261,13,1,0,0,0.928,2560.0,9,0,0,0,OH,own,GA,finance
APP-C1158AB1A213,2024-10-01,2024-10,0,legitimate_clean,easy,0.179,44,52000,14,51,1,0,0,0,0.122,14,1,1,0,0.549,1181.8181818181818,14,0,0,0,FL,rent,FL,healthcare
APP-3DC2B84C77CD,2024-05-17,2024-05,0,legitimate_clean,easy,0.042,44,182000,117,66,0,0,0,0,0.149,16,1,1,0,0.935,4136.363636363636,66,0,0,0,MO,own,MO,finance
APP-1942FF349F44,2024-07-26,2024-07,0,legitimate_clean,easy,0.098,25,76000,35,85,0,0,0,0,0.221,11,1,1,0,0.486,3040.0,35,0,0,0,NM,rent,NM,manufacturing
APP-A49B5481E1C2,2024-12-22,2024-12,0,legitimate_noisy,hard,0.095,65,33000,6,18,0,0,0,0,0.156,11,1,1,0,0.943,507.6923076923077,6,0,0,0,MI,rent,MI,hospitality
APP-7361E750B25E,2024-07-15,2024-07,1,synthetic_identity,medium,0.786,41,112000,5,3,1,1,1,2,0.698,3,1,0,1,0.0,2731.7073170731705,3,1,0,1,TN,family,WA,technology
APP-5495AA8970AE,2024-11-29,2024-11,0,legitimate_clean,easy,0.066,51,109000,37,57,0,0,0,0,0.126,11,1,1,0,0.86,2137.2549019607845,37,0,0,0,AZ,rent,CA,technology
APP-85DCC6998977,2024-12-18,2024-12,0,legitimate_clean,easy,0.0,19,30000,21,23,0,0,0,0,0.172,10,0,1,0,0.517,1578.9473684210527,21,0,0,0,CA,other,CA,hospitality
